student_id,gender,department,scholarship,parental_education,extra_curricular,age,cgpa,attendance_rate,family_income,Backlogs,study_hours_per_week,assignments_submitted,projects_completed,total_activities,sports_participation,dropout,is_repeater,income_group
202742,Maleale,ARTS,No,Secondary,Yes,21,6,77,46027,5,5,58,1,3,Yes,0,0,low
202745,Maleale,ME,Yes,unknown,Yes,24,6,85,32201,5,8,54,3,7,Yes,0,0,low
202746,Male,ECE,No,unknown,No,17,7,54,65570,3,21,12,3,8,No,0,0,medium
202751,Male,ME,No,unknown,No,26,7,80,42501,3,11,6,3,1,No,0,0,low
202754,Female,ECE,No,Primary,Yes,22,7,79,79867,2,22,46,2,9,No,0,0,medium
202759,Male,CS,Yes,unknown,Yes,16,5,76,45527,4,10,46,1,2,No,1,0,low
202760,Maleale,ME,No,Graduate,Yes,16,7,85,31223,4,17,52,4,6,No,0,0,low
202764,Other,CS,No,Secondary,Yes,24,5,61,69381,2,11,18,3,2,No,0,0,medium
202765,Male,CIVIL,No,Primary,No,16,6,86,24068,5,5,31,4,0,No,0,0,low
202766,Female,BIO,No,unknown,Yes,23,6,72,8246,5,7,13,1,2,No,0,0,low
202766,Female,BIO,No,unknown,Yes,23,6,72,8246,5,7,13,1,2,No,0,0,low
202781,Male,COMMERCE,No,Primary,Yes,22,6,88,54493,4,22,10,3,3,Yes,0,0,medium
202782,Female,unknown,No,unknown,Yes,24,5,64,50680,3,17,7,2,9,No,0,0,medium
202785,Female,COMMERCE,No,Primary,No,17,5,44,15997,6,14,14,4,3,No,1,0,low
202787,Maleale,CIVIL,Yes,unknown,Yes,22,6,85,53460,5,10,17,3,1,Yes,0,0,medium
202790,Female,BIO,No,Secondary,No,23,5,68,25557,3,16,20,1,9,Yes,0,0,low
202791,Female,ECE,No,Primary,Yes,25,6,86,53345,5,7,27,1,6,No,1,0,medium
202796,Other,BIO,No,Postgraduate,No,20,7,72,31170,4,11,11,4,2,No,0,0,low
202798,Female,unknown,No,Postgraduate,Yes,18,7,83,-13369,2,22,35,1,2,Yes,0,0,unknown
202799,Female,CIVIL,No,Secondary,Yes,25,6,78,26317,3,19,10,0,4,No,0,0,low
202801,Male,ARTS,Yes,unknown,No,21,5,80,43730,3,15,17,3,8,No,0,0,low
202803,Other,CS,No,Graduate,Yes,26,7,79,-2997,3,24,19,2,6,Yes,0,0,unknown
202807,Female,BIO,No,unknown,No,22,6,57,94646,6,9,16,2,8,No,1,0,medium
202811,Other,ECE,Yes,Primary,Yes,19,6,72,46705,2,16,29,4,1,No,1,0,low
202812,Male,unknown,No,Postgraduate,No,20,5,74,37963,6,16,20,0,4,Yes,1,0,low
202815,Male,CS,Yes,Primary,No,18,6,99,39326,4,20,48,3,5,Yes,0,0,low
202816,Female,ME,No,Primary,Yes,24,6,79,42434,2,15,11,0,4,No,0,0,low
202820,Female,BIO,No,Postgraduate,Yes,21,5,45,47731,4,20,59,4,1,Yes,1,0,low
202821,Female,ARTS,Yes,Graduate,Yes,21,6,77,44017,5,5,32,0,4,No,1,0,low
202828,Male,BIO,No,Primary,Yes,19,6,99,28851,6,11,4,3,9,No,0,0,low
202829,Female,BIO,Yes,Graduate,Yes,22,5,80,99454,5,12,14,0,0,Yes,0,0,medium
202832,Maleale,ME,No,unknown,Yes,16,5,69,46620,4,18,34,1,5,Yes,1,0,low
202833,Female,CIVIL,Yes,Graduate,Yes,21,6,68,48424,2,17,43,4,4,No,0,0,low
202835,Other,unknown,Yes,unknown,Yes,22,5,96,50850,6,18,35,3,2,No,1,0,medium
202843,Female,ME,No,Secondary,No,21,5,71,61981,6,10,19,3,4,No,1,0,medium
202846,Other,BIO,No,Primary,Yes,25,5,79,49833,6,9,36,0,4,No,0,0,low
202847,Female,COMMERCE,No,unknown,No,17,7,87,13265,6,17,55,0,2,Yes,0,0,low
202852,Female,ARTS,Yes,unknown,No,20,7,65,63536,6,12,15,1,1,No,0,0,medium
202854,Maleale,CIVIL,No,unknown,No,24,5,94,16806,3,16,28,4,2,No,0,0,low
202859,Other,ECE,No,unknown,Yes,20,6,87,38548,6,8,30,1,5,No,0,0,low
202860,Female,ARTS,No,Graduate,Yes,16,7,76,48006,2,12,45,4,1,Yes,0,0,low
202863,Maleale,CIVIL,Yes,unknown,Yes,18,7,78,60712,3,24,7,2,6,No,0,0,medium
202865,Other,CS,No,Primary,No,26,6,93,67156,6,23,31,4,0,No,1,0,medium
202866,Female,CS,No,Secondary,No,24,6,56,71339,5,21,26,1,2,No,0,0,medium
202868,Maleale,COMMERCE,No,unknown,No,16,7,64,44260,4,13,25,2,9,No,1,0,low
202871,Female,BIO,Yes,Primary,Yes,16,7,82,49993,2,8,9,1,3,No,0,0,low
202875,Male,ARTS,No,Secondary,No,17,6,66,40146,4,13,17,1,9,Yes,1,0,low
202876,Female,COMMERCE,Yes,Graduate,Yes,18,5,72,93596,5,17,30,2,8,No,0,0,medium
202881,Other,ECE,No,Graduate,Yes,23,5,82,71106,4,12,14,1,0,No,0,0,medium
202885,Other,CIVIL,Yes,unknown,Yes,17,6,82,78391,3,19,31,3,9,Yes,0,0,medium
202887,Other,CS,Yes,Graduate,No,21,6,61,25093,4,21,35,1,6,Yes,0,0,low
202889,Male,unknown,Yes,unknown,No,18,5,91,96005,6,10,22,2,7,Yes,0,0,medium
202890,Female,ARTS,Yes,unknown,No,18,5,63,50942,5,24,36,1,4,No,0,0,medium
202895,Male,CS,No,Graduate,No,18,7,76,82224,2,19,50,4,6,No,0,0,medium
202903,Maleale,COMMERCE,Yes,Graduate,Yes,20,7,77,42725,2,22,15,3,6,Yes,0,0,low
202904,Other,CS,No,Graduate,Yes,23,5,65,33502,3,7,18,3,3,No,1,0,low
202907,Male,ME,No,unknown,Yes,21,7,63,64775,6,12,19,0,3,No,1,0,medium
202908,Maleale,ARTS,No,unknown,Yes,19,7,59,49612,3,24,2,1,1,No,1,0,low
202910,Other,CS,No,Primary,Yes,24,7,78,80404,6,12,48,3,2,Yes,1,0,medium
202911,Female,CS,Yes,Postgraduate,Yes,19,5,74,32813,5,9,8,1,4,Yes,1,0,low
202913,Female,ARTS,No,Secondary,Yes,25,5,100,72537,6,15,23,2,2,No,0,0,medium
202915,Female,CIVIL,Yes,unknown,Yes,20,5,69,42940,5,20,19,1,6,Yes,1,0,low
202917,Male,ECE,Yes,Postgraduate,Yes,17,7,58,34233,4,14,53,3,2,Yes,0,0,low
202918,Other,BIO,No,unknown,No,22,6,83,53511,2,12,32,2,5,Yes,0,0,medium
202924,Maleale,BIO,No,Postgraduate,No,18,7,69,39369,3,20,34,0,5,No,0,0,low
202929,Male,CIVIL,No,Primary,No,26,5,77,78504,4,18,34,4,5,No,0,0,medium
202931,Male,CS,No,unknown,Yes,16,5,83,14151,3,12,18,3,0,No,1,0,low
202932,Maleale,ARTS,Yes,unknown,No,25,6,83,45860,2,14,1,3,7,No,0,0,low
202938,Other,BIO,No,Primary,Yes,20,7,75,57118,3,24,22,2,4,No,0,0,medium
202939,Male,ME,Yes,Graduate,No,25,7,73,43388,3,23,54,3,0,Yes,0,0,low
202944,Other,CIVIL,Yes,Graduate,Yes,18,6,79,53593,3,12,53,1,2,No,0,0,medium
202947,Other,CIVIL,Yes,unknown,Yes,19,6,54,41140,2,14,1,4,4,No,1,0,low
202949,Other,ARTS,Yes,unknown,No,21,7,84,-1222,4,6,9,3,8,No,0,0,unknown
202959,Other,BIO,Yes,unknown,No,21,6,66,33096,3,21,27,3,7,No,1,0,low
202959,Other,BIO,Yes,unknown,No,21,6,66,33096,3,21,27,3,7,No,1,0,low
202961,Other,ME,No,unknown,Yes,23,7,75,26187,6,19,15,2,7,No,1,0,low
202962,Female,CS,Yes,unknown,No,21,6,80,50817,3,8,38,4,3,No,0,0,medium
202968,Maleale,unknown,No,Primary,Yes,20,7,77,34160,3,18,51,0,6,No,0,0,low
202972,Female,CIVIL,No,unknown,No,19,6,79,35553,2,7,59,0,1,No,0,0,low
202976,Female,CS,No,Primary,No,19,6,75,85082,4,8,25,2,6,Yes,0,0,medium
202979,Maleale,ARTS,No,Graduate,Yes,16,6,84,30699,2,13,28,4,1,No,0,0,low
202984,Female,ARTS,No,unknown,No,19,7,83,57728,5,17,50,4,6,No,0,0,medium
202985,Male,ME,No,Secondary,Yes,16,5,73,35056,6,9,49,1,1,No,0,0,low
202986,Other,COMMERCE,No,Secondary,No,24,5,67,19837,2,6,14,1,5,No,1,0,low
202989,Male,COMMERCE,Yes,Postgraduate,Yes,26,7,69,35216,4,14,45,4,8,No,0,0,low
202991,Female,ECE,No,Primary,No,25,5,87,18071,3,5,3,2,3,Yes,0,0,low
202995,Maleale,COMMERCE,No,unknown,No,24,6,71,48795,6,16,44,1,4,No,0,0,low
203001,Maleale,ARTS,No,Graduate,No,21,5,65,71709,6,8,25,2,3,No,1,0,medium
203003,Female,CS,No,Postgraduate,Yes,17,5,65,55137,6,21,13,4,1,Yes,1,0,medium
203006,Male,COMMERCE,No,Postgraduate,No,18,6,86,12408,5,15,29,4,6,No,1,0,low
203008,Male,BIO,No,unknown,No,24,6,100,23107,6,14,2,1,4,No,0,0,low
203024,Male,CIVIL,No,Postgraduate,Yes,18,5,89,35056,5,20,45,1,8,No,0,0,low
203024,Male,CIVIL,No,Postgraduate,Yes,18,5,89,35056,5,20,45,1,8,No,0,0,low
203025,Other,ECE,No,unknown,No,16,7,85,49977,2,11,36,1,3,No,0,0,low
203026,Other,COMMERCE,No,unknown,No,17,6,77,40068,6,13,5,0,4,No,1,0,low
203027,Female,unknown,Yes,unknown,No,23,7,70,64177,6,9,12,3,5,Yes,0,0,medium
203028,Female,COMMERCE,No,Secondary,No,23,7,89,73909,2,17,16,0,6,No,0,0,medium
203030,Other,ME,No,unknown,Yes,21,6,61,44212,5,16,33,3,8,No,0,0,low
203032,Male,ME,Yes,Graduate,No,23,6,77,65352,5,5,11,4,5,No,0,0,medium
203041,Maleale,CS,No,unknown,Yes,25,6,80,34065,3,10,33,2,2,No,1,0,low
203042,Other,ECE,Yes,Graduate,No,18,5,77,10423,2,7,5,2,5,Yes,0,0,low
203046,Male,COMMERCE,No,unknown,No,17,6,69,37652,6,10,16,0,5,No,1,0,low
203051,Female,ARTS,No,unknown,Yes,18,7,84,66046,3,24,25,3,9,No,0,0,medium
203055,Female,unknown,No,unknown,Yes,26,5,55,55939,2,11,37,4,1,No,0,0,medium
203065,Male,COMMERCE,No,Primary,No,24,6,86,9235,4,20,22,3,6,Yes,1,0,low
203066,Female,BIO,No,unknown,Yes,21,5,70,46140,2,17,42,2,5,Yes,0,0,low
203075,Female,CS,No,Graduate,Yes,21,5,73,49157,4,18,45,3,3,No,0,0,low
203077,Other,unknown,Yes,Primary,Yes,17,7,95,64619,4,23,14,3,6,Yes,0,0,medium
203078,Other,BIO,No,unknown,Yes,20,5,75,56309,6,22,0,3,1,No,0,0,medium
203083,Male,BIO,No,Secondary,No,17,6,74,60697,5,13,13,0,1,No,1,0,medium
203084,Maleale,unknown,Yes,unknown,Yes,25,7,81,40919,5,23,27,1,7,No,0,0,low
203091,Female,CS,No,unknown,No,20,5,93,67623,4,6,19,1,1,No,1,0,medium
203094,Male,CS,No,Postgraduate,Yes,19,5,73,51066,2,6,7,0,4,No,0,0,medium
203095,Other,COMMERCE,No,Secondary,No,26,6,76,31714,4,20,20,2,4,No,0,0,low
203096,Male,ARTS,Yes,Graduate,Yes,24,5,78,49130,6,16,29,4,2,No,1,0,low
203101,Female,BIO,No,Postgraduate,Yes,26,5,76,64032,3,18,54,0,8,No,0,0,medium
203104,Other,COMMERCE,Yes,Graduate,Yes,18,6,49,36277,5,18,52,4,4,No,0,0,low
203108,Maleale,COMMERCE,No,Graduate,No,26,7,97,47682,5,19,19,4,3,No,0,0,low
203110,Other,ECE,Yes,Primary,Yes,20,7,71,55843,3,16,35,1,0,Yes,0,0,medium
203116,Female,ME,No,Postgraduate,No,16,7,89,27894,3,11,12,3,9,No,0,0,low
203117,Male,COMMERCE,Yes,Secondary,No,18,5,54,80913,2,7,45,0,5,No,0,0,medium
203118,Other,ECE,Yes,unknown,Yes,23,6,77,43997,2,6,43,0,6,Yes,0,0,low
203122,Other,ME,No,Graduate,No,24,7,63,4160,5,9,26,2,9,No,1,0,low
203123,Other,COMMERCE,Yes,Graduate,No,20,6,84,17057,3,24,54,0,1,No,0,0,low
203126,Female,ARTS,No,Graduate,No,16,6,67,56118,2,19,28,4,1,No,0,0,medium
203128,Female,CIVIL,Yes,unknown,No,22,6,80,34607,2,21,12,1,1,Yes,0,0,low
203131,Female,unknown,No,unknown,No,23,5,53,30621,3,22,14,0,7,Yes,0,0,low
203148,Female,unknown,No,Secondary,No,26,7,75,41707,4,6,27,1,9,Yes,0,0,low
203156,Female,COMMERCE,No,unknown,Yes,23,6,73,48615,3,5,27,0,2,No,0,0,low
203158,Female,ECE,Yes,Graduate,Yes,24,6,74,14933,6,16,33,4,6,No,1,0,low
203160,Maleale,COMMERCE,Yes,Secondary,No,19,7,64,84758,4,10,58,1,2,No,0,0,medium
203161,Female,unknown,No,unknown,No,23,5,76,53732,3,17,8,0,9,No,1,0,medium
203164,Other,BIO,Yes,unknown,No,18,6,80,23672,2,11,26,1,8,No,0,0,low
203165,Maleale,ARTS,No,unknown,No,20,7,69,52691,5,18,37,0,8,No,0,0,medium
203167,Maleale,CIVIL,Yes,unknown,No,20,5,81,59798,5,19,23,2,1,No,0,0,medium
203174,Female,ME,No,Secondary,Yes,16,6,82,56445,2,9,54,3,5,Yes,0,0,medium
203175,Male,BIO,No,Secondary,Yes,22,5,86,53616,4,18,47,2,3,No,0,0,medium
203179,Other,ARTS,No,Graduate,Yes,20,7,78,53135,2,16,57,4,7,No,0,0,medium
203180,Maleale,ECE,Yes,unknown,Yes,19,7,89,56576,4,7,41,4,5,No,0,0,medium
203187,Female,CIVIL,No,Graduate,No,25,5,62,21929,3,5,12,2,1,Yes,1,0,low
203192,Other,COMMERCE,No,Secondary,No,25,6,83,46290,3,12,10,4,3,No,0,0,low
203193,Female,COMMERCE,Yes,unknown,Yes,17,6,89,33776,6,22,11,2,2,No,0,0,low
203197,Female,CIVIL,Yes,Graduate,Yes,22,6,73,36553,3,10,34,4,9,No,0,0,low
203198,Male,CS,No,Graduate,Yes,17,6,70,15034,4,21,22,2,4,No,1,0,low
203200,Other,CS,No,Graduate,Yes,23,5,88,46331,2,16,14,4,4,No,0,0,low
203207,Female,ECE,Yes,Graduate,No,18,7,63,57929,4,18,59,2,1,No,1,0,medium
203209,Female,ARTS,No,Postgraduate,Yes,20,5,75,65238,5,24,3,3,0,No,0,0,medium
203213,Maleale,ECE,No,Primary,Yes,21,5,91,67398,5,11,19,2,2,No,1,0,medium
203215,Male,ARTS,No,Secondary,No,20,6,67,38525,3,23,21,1,5,Yes,1,0,low
203216,Male,CIVIL,No,unknown,No,19,5,77,52981,5,22,27,3,5,No,0,0,medium
203221,Female,COMMERCE,No,Postgraduate,No,26,6,79,58585,5,21,58,3,5,No,0,0,medium
203223,Maleale,ARTS,Yes,unknown,Yes,25,7,90,54353,6,16,42,0,8,Yes,0,0,medium
203224,Female,CS,No,Primary,Yes,17,6,67,51293,3,20,16,2,5,No,0,0,medium
203225,Male,COMMERCE,No,Secondary,No,24,5,64,79233,3,13,5,2,8,No,0,0,medium
203228,Maleale,unknown,No,unknown,No,23,6,76,95879,6,21,56,4,0,No,0,0,medium
203235,Male,BIO,Yes,Graduate,Yes,20,7,73,856750,5,19,50,3,4,No,0,0,high
203238,Male,COMMERCE,No,Primary,Yes,23,6,62,74803,5,13,12,3,7,No,0,0,medium
203239,Male,CS,No,unknown,No,19,5,83,55802,4,16,59,1,5,Yes,1,0,medium
203241,Other,ME,No,Primary,Yes,26,5,88,48521,2,9,58,4,5,Yes,0,0,low
203245,Other,ME,No,Primary,No,21,5,57,50204,3,9,29,3,6,Yes,1,0,medium
203247,Maleale,ARTS,No,Postgraduate,No,18,7,72,47927,2,22,0,2,3,Yes,0,0,low
203250,Other,ECE,No,Secondary,Yes,25,7,83,14746,3,15,54,1,8,No,0,0,low
203251,Other,unknown,No,unknown,Yes,21,5,51,66610,5,9,21,2,9,No,1,0,medium
203252,Female,CS,No,Primary,Yes,22,5,66,33376,4,20,58,4,6,Yes,0,0,low
203253,Maleale,CS,No,unknown,No,25,5,79,53001,6,5,14,1,1,No,0,0,medium
203255,Other,ARTS,Yes,unknown,No,17,5,74,61213,3,9,57,2,9,No,1,0,medium
203257,Other,ECE,Yes,Graduate,No,19,7,81,48942,6,14,0,2,5,No,0,0,low
203261,Maleale,CS,No,unknown,No,19,7,79,60379,2,5,9,3,9,No,0,0,medium
203263,Other,BIO,Yes,unknown,No,17,6,86,25118,2,19,36,4,2,Yes,0,0,low
203264,Other,BIO,No,Secondary,No,17,5,75,38962,6,24,55,4,3,No,0,0,low
203270,Male,ECE,Yes,Secondary,Yes,23,5,82,57262,2,15,25,3,7,No,0,0,medium
203276,Maleale,CS,Yes,Secondary,No,19,5,62,78380,2,20,1,0,3,Yes,0,0,medium
203279,Male,unknown,Yes,Graduate,Yes,16,5,73,52235,5,14,6,4,6,No,1,0,medium
203281,Maleale,CIVIL,No,Primary,Yes,16,6,93,54229,5,22,1,3,2,Yes,0,0,medium
203282,Female,CS,No,unknown,Yes,19,5,61,30467,5,14,46,4,0,Yes,0,0,low
203288,Other,ME,Yes,unknown,Yes,17,6,79,77602,5,22,5,3,9,No,1,0,medium
203293,Female,COMMERCE,Yes,Primary,No,20,5,52,39337,2,13,38,0,4,No,0,0,low
203298,Maleale,unknown,No,unknown,Yes,19,6,100,40484,5,9,11,1,0,Yes,0,0,low
203298,Maleale,unknown,No,unknown,Yes,19,6,100,40484,5,9,11,1,0,Yes,0,0,low
203299,Maleale,CIVIL,Yes,unknown,No,22,7,92,63401,4,17,52,0,0,Yes,0,0,medium
203302,Male,ECE,Yes,Postgraduate,Yes,24,7,91,35253,6,17,8,1,7,No,0,0,low
203303,Male,ME,Yes,unknown,Yes,24,7,91,40068,3,6,53,0,8,Yes,0,0,low
203308,Maleale,CS,Yes,unknown,No,23,7,78,47277,4,17,21,4,8,Yes,0,0,low
203311,Female,ME,No,unknown,Yes,16,6,93,62522,6,12,46,2,7,No,0,0,medium
203312,Female,CS,No,Primary,Yes,25,5,83,36403,4,21,2,4,0,Yes,0,0,low
203314,Female,COMMERCE,No,unknown,Yes,17,7,80,44450,5,12,52,1,3,No,1,0,low
203315,Female,ECE,No,Graduate,Yes,21,5,94,54701,3,9,23,4,7,No,1,0,medium
203318,Other,ECE,No,Primary,No,17,5,70,98834,3,20,34,2,5,Yes,0,0,medium
203324,Female,unknown,No,unknown,No,20,6,73,44873,6,10,49,0,4,No,1,0,low
203325,Female,ME,No,Primary,Yes,26,7,71,50953,5,5,1,3,9,No,1,0,medium
203328,Male,ARTS,Yes,Graduate,Yes,25,5,56,56050,2,6,24,2,0,No,1,0,medium
203330,Maleale,ME,No,unknown,No,17,7,74,42268,2,14,32,0,7,No,1,0,low
203333,Maleale,ME,Yes,Primary,Yes,23,5,55,63248,5,19,53,0,9,Yes,1,0,medium
203343,Maleale,BIO,Yes,Primary,No,25,5,83,53452,6,17,15,0,1,No,0,0,medium
203345,Maleale,unknown,No,Graduate,Yes,24,5,71,56972,5,12,53,1,0,Yes,0,0,medium
203348,Female,COMMERCE,Yes,unknown,No,25,7,74,41225,3,17,44,1,5,Yes,0,0,low
203353,Female,COMMERCE,No,unknown,Yes,25,6,88,23239,3,8,4,2,4,No,0,0,low
203355,Other,ARTS,No,Secondary,No,26,5,69,50212,5,5,32,3,6,Yes,0,0,medium
203360,Other,CIVIL,No,unknown,Yes,16,6,69,25544,2,8,47,3,2,Yes,0,0,low
203369,Maleale,COMMERCE,No,unknown,No,19,5,65,-6125,2,9,2,0,4,No,0,0,unknown
203370,Maleale,BIO,Yes,unknown,No,20,7,75,47736,2,21,44,2,8,No,0,0,low
203374,Female,CS,No,Postgraduate,No,24,7,66,77275,2,12,51,0,3,Yes,0,0,medium
203379,Maleale,unknown,Yes,Postgraduate,Yes,24,6,95,47137,4,21,21,0,8,No,1,0,low
203385,Male,CS,Yes,unknown,Yes,22,6,78,50852,3,9,23,0,0,No,0,0,medium
203389,Male,CS,No,Primary,Yes,23,6,74,81629,6,7,3,3,0,Yes,1,0,medium
203390,Female,CIVIL,Yes,unknown,Yes,21,7,67,47683,4,23,7,3,2,No,0,0,low
203393,Female,unknown,Yes,Primary,No,26,5,97,45614,6,21,22,1,3,No,0,0,low
203393,Female,unknown,Yes,Primary,No,26,5,97,45614,6,21,22,1,3,No,0,0,low
203394,Female,ECE,No,Secondary,No,19,7,84,42515,2,13,3,2,1,No,0,0,low
203396,Maleale,COMMERCE,No,unknown,No,17,7,79,35305,2,12,2,3,6,Yes,1,0,low
203398,Other,ARTS,Yes,Postgraduate,Yes,24,7,81,84009,2,23,18,3,0,Yes,0,0,medium
203401,Female,CS,No,Primary,No,26,5,62,58440,4,8,35,0,6,Yes,1,0,medium
203408,Male,CS,No,Secondary,No,17,5,63,50665,2,11,28,2,0,No,1,0,medium
203409,Female,ARTS,No,unknown,Yes,22,5,66,37367,2,9,5,2,5,No,0,0,low
203411,Female,COMMERCE,No,Primary,No,25,6,71,36645,2,18,14,4,2,Yes,0,0,low
203412,Female,unknown,No,Graduate,Yes,20,6,71,48678,2,18,3,0,7,No,0,0,low
203416,Maleale,unknown,No,Primary,No,19,5,83,52525,4,12,7,2,7,No,1,0,medium
203417,Maleale,BIO,No,unknown,No,20,6,64,70852,4,24,18,2,6,Yes,0,0,medium
203420,Female,ARTS,Yes,Secondary,Yes,23,7,72,49969,5,22,53,0,0,No,0,0,low
203422,Male,ARTS,Yes,Graduate,No,23,5,87,-5562,2,19,1,0,4,No,0,0,unknown
203426,Maleale,ME,Yes,Postgraduate,Yes,19,7,80,42568,3,7,42,1,5,Yes,0,0,low
203428,Other,ME,No,Graduate,No,23,7,75,66319,6,9,3,0,0,Yes,0,0,medium
203431,Female,ARTS,No,unknown,No,16,6,72,65131,2,19,42,1,4,No,1,0,medium
203432,Female,CIVIL,No,Postgraduate,No,17,5,48,42499,4,13,5,2,8,No,1,0,low
203444,Male,CS,No,unknown,No,23,5,84,71702,5,18,47,2,5,Yes,1,0,medium
203446,Male,unknown,No,Primary,No,17,7,76,58292,4,22,55,0,8,No,0,0,medium
203447,Female,CS,No,unknown,No,19,5,69,29267,4,14,3,0,9,No,0,0,low
203451,Female,ME,Yes,unknown,Yes,24,7,100,23687,3,11,59,2,4,Yes,0,0,low
203457,Female,CIVIL,No,unknown,Yes,20,6,71,72115,2,17,38,0,3,No,0,0,medium
203460,Female,ECE,No,Graduate,Yes,16,6,90,58689,4,6,35,2,1,No,0,0,medium
203462,Other,unknown,No,Secondary,Yes,21,6,67,27607,5,16,48,4,2,No,0,0,low
203463,Female,ME,No,unknown,No,19,6,61,56643,2,17,4,2,8,No,0,0,medium
203466,Female,ME,No,Graduate,No,16,6,76,19197,4,7,54,4,5,No,1,0,low
203470,Male,CS,Yes,Postgraduate,Yes,23,7,71,38619,3,9,46,3,2,Yes,0,0,low
203476,Maleale,CIVIL,No,Primary,Yes,18,5,48,53126,4,10,50,2,6,No,1,0,medium
203480,Female,COMMERCE,No,unknown,Yes,22,6,81,58564,6,22,10,0,4,Yes,1,0,medium
203483,Female,BIO,No,unknown,Yes,25,7,89,50195,4,12,21,4,3,Yes,0,0,medium
203484,Female,ECE,No,unknown,Yes,23,6,84,47112,4,7,10,4,5,No,0,0,low
203486,Male,ARTS,No,unknown,Yes,17,6,79,75865,6,22,32,2,7,Yes,0,0,medium
203487,Maleale,BIO,No,Primary,Yes,16,5,86,71004,5,10,41,0,0,Yes,1,0,medium
203488,Female,CS,No,Graduate,Yes,20,6,65,60185,5,22,30,2,0,No,1,0,medium
203489,Other,ARTS,No,unknown,Yes,21,6,70,75954,2,6,1,4,6,No,0,0,medium
203493,Female,unknown,Yes,Graduate,Yes,24,5,67,36261,5,9,50,0,2,Yes,1,0,low
203494,Maleale,BIO,Yes,Primary,No,17,7,67,79186,2,15,43,2,9,No,0,0,medium
203498,Maleale,ECE,Yes,Primary,No,19,6,89,24810,4,11,38,2,0,Yes,0,0,low
203498,Maleale,ECE,Yes,Primary,No,19,6,89,24810,4,11,38,2,0,Yes,0,0,low
203501,Female,ECE,Yes,unknown,No,26,6,77,31993,5,21,55,4,0,Yes,1,0,low
203507,Female,ARTS,No,unknown,No,18,5,68,646810,5,15,4,1,1,No,1,0,high
203512,Male,CS,No,Primary,No,16,5,83,62623,5,7,50,0,0,Yes,1,0,medium
203513,Male,unknown,Yes,Graduate,No,25,7,74,62593,6,15,34,4,9,No,0,0,medium
203516,Female,CS,No,Secondary,No,18,5,89,91821,5,19,38,1,4,No,1,0,medium
203518,Male,CS,Yes,unknown,No,18,5,98,61049,2,13,13,3,9,No,0,0,medium
203521,Female,unknown,No,Graduate,No,22,6,78,55083,6,18,14,1,1,No,0,0,medium
203524,Female,unknown,No,Postgraduate,Yes,21,6,71,62735,6,15,36,3,5,Yes,0,0,medium
203525,Female,unknown,No,unknown,Yes,20,5,66,74504,2,16,47,2,2,No,0,0,medium
203525,Female,unknown,No,unknown,Yes,20,5,66,74504,2,16,47,2,2,No,0,0,medium
203533,Female,unknown,Yes,Primary,No,25,6,62,50361,5,5,37,2,4,No,1,0,medium
203537,Female,unknown,Yes,Postgraduate,No,26,5,71,26479,4,9,35,2,9,No,0,0,low
203539,Female,ARTS,No,Graduate,Yes,19,6,72,49907,2,18,40,2,2,No,1,0,low
203542,Female,COMMERCE,No,unknown,No,17,5,86,50806,2,15,34,2,9,No,0,0,medium
203543,Male,BIO,No,Secondary,Yes,16,5,70,33398,5,17,31,1,0,No,0,0,low
203545,Female,CS,No,unknown,Yes,26,7,86,41554,3,7,15,2,4,No,1,0,low
203555,Other,BIO,Yes,Secondary,Yes,22,6,84,36166,6,16,32,1,9,No,0,0,low
203558,Other,unknown,Yes,unknown,No,17,7,56,63409,5,17,42,4,7,No,1,0,medium
203560,Female,ME,No,Graduate,Yes,18,6,94,81676,2,6,43,1,2,No,0,0,medium
203567,Other,COMMERCE,Yes,unknown,No,16,7,87,68478,2,11,23,2,2,No,0,0,medium
203571,Other,CS,Yes,unknown,No,25,6,73,60466,4,5,5,0,4,Yes,0,0,medium
203575,Male,BIO,No,Secondary,Yes,19,6,71,37521,4,24,44,1,5,No,0,0,low
203577,Female,CS,No,Secondary,Yes,26,6,84,60108,2,13,45,2,8,No,1,0,medium
203578,Female,CS,No,unknown,Yes,19,6,72,37773,3,18,24,1,3,No,0,0,low
203582,Female,unknown,No,Primary,Yes,16,7,81,31408,2,19,3,1,3,Yes,0,0,low
203586,Maleale,unknown,No,unknown,Yes,25,6,59,25222,5,5,42,2,5,Yes,1,0,low
203587,Female,ME,No,Graduate,Yes,24,6,100,27490,6,18,26,2,7,Yes,0,0,low
203591,Female,CIVIL,No,unknown,No,19,6,78,63652,3,24,30,3,9,No,0,0,medium
203594,Other,CIVIL,No,Graduate,No,20,5,82,466650,6,21,13,3,0,No,0,0,high
203608,Female,unknown,No,Postgraduate,Yes,16,5,68,64738,6,8,40,2,8,Yes,0,0,medium
203616,Male,unknown,No,unknown,No,16,7,67,56668,6,11,49,4,6,No,0,0,medium
203617,Maleale,ARTS,No,Secondary,Yes,18,5,86,58112,5,12,20,4,9,Yes,0,0,medium
203621,Maleale,unknown,No,unknown,Yes,23,7,82,51979,5,22,24,4,3,No,0,0,medium
203624,Other,ARTS,No,Graduate,Yes,23,5,61,78262,6,12,25,3,1,No,0,0,medium
203626,Female,BIO,No,Primary,Yes,20,6,77,50543,3,21,43,3,5,Yes,0,0,medium
